Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collected_by	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_disease	Host	Instrument	Isolate	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SPECID	SRA Study	lib	type	days_post_onset
SRR6121591	WGS	252	848451240	PRJNA412631	SAMN07722331	Pathogen.cl	425486482	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-09	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234158	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50992	throat swab	42.284062 N 83.727127 W	MH8924_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8924	MH8924	SRP119147	HK2	clinical	4.0
SRR6121582	WGS	252	532604268	PRJNA412631	SAMN07722340	Pathogen.cl	245178896	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234167	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51054	throat swab	42.284062 N 83.727127 W	HS1473_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1473	HS1473	SRP119147	HK6	clinical	0.0
SRR6121351	WGS	252	1153363428	PRJNA412631	SAMN07722254	Pathogen.cl	493379757	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-08	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233968	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50330	throat swab	42.284062 N 83.727127 W	MH7845_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7845	MH7845	SRP119147	HK8	clinical	2.0
SRR6121292	WGS	252	811698804	PRJNA412631	SAMN07722168	Pathogen.cl	423373813	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234027	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	331482	throat swab	42.284062 N 83.727127 W	1238_vic_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1238	MH2497	SRP119147	vic_2	clinical	1.0
SRR6121230	WGS	252	655676028	PRJNA412631	SAMN07722256	Pathogen.cl	308898139	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234089	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50331	throat swab	42.284062 N 83.727127 W	MH7891_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7891	MH7891	SRP119147	HK2	clinical	1.0
SRR6121207	WGS	252	641712456	PRJNA412631	SAMN07722277	Pathogen.cl	267158965	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234112	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50552	throat swab	42.284062 N 83.727127 W	MH7390_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7390	MH7390	SRP119147	HK7	clinical	0.0
SRR6121632	WGS	252	791267652	PRJNA412631	SAMN07722279	Pathogen.cl	384664083	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234117	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50553	throat swab	42.284062 N 83.727127 W	MH7391_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7391	MH7391	SRP119147	HK2	clinical	1.0
SRR6121573	WGS	252	1199619540	PRJNA412631	SAMN07722371	Pathogen.cl	536724163	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234176	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51359	throat swab	42.284062 N 83.727127 W	HS1387_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1387	HS1387	SRP119147	HK6	clinical	5.0
SRR6121426	WGS	252	752575320	PRJNA412631	SAMN07722218	Pathogen.cl	322417441	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233893	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50120	throat swab	42.284062 N 83.727127 W	MH8155_B_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8155	MH8155	SRP119147	HK8	clinical	1.0
SRR6121269	WGS	252	536541768	PRJNA412631	SAMN07722267	Pathogen.cl	231604280	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-21	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234050	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50468	throat swab	42.284062 N 83.727127 W	HS1516_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1516	HS1516	SRP119147	HK7	clinical	0.0
SRR6121615	WGS	252	570365964	PRJNA412631	SAMN07722227	Pathogen.cl	246723751	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-28	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234134	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50167	throat swab	42.284062 N 83.727127 W	HS1566_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1566	HS1566	SRP119147	HK7	clinical	1.0
SRR6121209	WGS	252	514241784	PRJNA412631	SAMN07722141	Pathogen.cl	269143329	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-03-02	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234110	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	301024	throat swab	42.284062 N 83.727127 W	1153_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1153	M54374	SRP119147	perth_2	clinical	1.0
SRR6121508	WGS	252	509966604	PRJNA412631	SAMN07722300	Pathogen.cl	233935386	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234241	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50769	throat swab	42.284062 N 83.727127 W	HS1349_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1349	HS1349	SRP119147	HK6	clinical	1.0
SRR6121357	WGS	252	902325060	PRJNA412631	SAMN07722357	Pathogen.cl	446249328	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-09	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233962	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51106	throat swab	42.284062 N 83.727127 W	MH7860_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7860	MH7860	SRP119147	HK2	clinical	3.0
SRR6121528	WGS	252	1023290604	PRJNA412631	SAMN07722238	Pathogen.cl	446577216	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234221	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50232	throat swab	42.284062 N 83.727127 W	MH8125_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8125	MH8125	SRP119147	HK8	clinical	3.0
SRR6121427	WGS	252	784172592	PRJNA412631	SAMN07722232	Pathogen.cl	346061865	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233892	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50197	throat swab	42.284062 N 83.727127 W	MH8165_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8165	MH8165	SRP119147	HK8	clinical	2.0
SRR6121456	WGS	252	893052216	PRJNA412631	SAMN07722327	Pathogen.cl	406082027	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233863	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50968	throat swab	42.284062 N 83.727127 W	HS1401_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1401	HS1401	SRP119147	HK6	clinical	1.0
SRR6121265	WGS	252	1404525780	PRJNA412631	SAMN07722162	Pathogen.cl	705878794	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-12-03	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234054	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	330744	throat swab	42.284062 N 83.727127 W	1228_vic	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1228	MH2365	SRP119147	vic	clinical	2.0
SRR6121506	WGS	252	611085636	PRJNA412631	SAMN07722296	Pathogen.cl	281249979	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234243	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50717	throat swab	42.284062 N 83.727127 W	HS1357_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1357	HS1357	SRP119147	HK6	clinical	1.0
SRR6121464	WGS	252	955530072	PRJNA412631	SAMN07722217	Pathogen.cl	479929983	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-31	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234285	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50068	throat swab	42.284062 N 83.727127 W	MH8692_A_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8692	MH8692	SRP119147	HK1	clinical	4.0
SRR6121572	WGS	252	1255735656	PRJNA412631	SAMN07722263	Pathogen.cl	566318949	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX3234177	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50428	throat swab	42.284062 N 83.727127 W	HS1388_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1388	HS1388	SRP119147	HK6	clinical	0.0
SRR6121315	WGS	252	843590664	PRJNA412631	SAMN07722342	Pathogen.cl	410956782	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234004	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51055	throat swab	42.284062 N 83.727127 W	MH8186_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8186	MH8186	SRP119147	HK2	clinical	2.0
SRR6121310	WGS	252	621413856	PRJNA412631	SAMN07722332	Pathogen.cl	260296459	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-06	public	sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX3234009	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50993	throat swab	42.284062 N 83.727127 W	HS1595_B_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1595	HS1595	SRP119147	HK7	clinical	2.0
SRR6121536	WGS	252	722166732	PRJNA412631	SAMN07722364	Pathogen.cl	305996814	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234213	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51225	throat swab	42.284062 N 83.727127 W	MH8137_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8137	MH8137	SRP119147	HK8	clinical	1.0
SRR6121595	WGS	252	1528469208	PRJNA412631	SAMN07722176	Pathogen.cl	793809587	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2013-01-11	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234154	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	330693	throat swab	42.284062 N 83.727127 W	1310_vic_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1310	MH2863	SRP119147	vic_2	clinical	2.0
SRR6121439	WGS	198	1011417624	PRJNA412631	SAMN07722151	Pathogen.cl	608820329	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-03-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233880	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	300481	throat swab	42.284062 N 83.727127 W	1179_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-10-05T00:00:00Z	1179	M54913	SRP119147	perth_2	clinical	0.0
SRR6121354	WGS	252	904070664	PRJNA412631	SAMN07722328	Pathogen.cl	387663570	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-08	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233965	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50968	throat swab	42.284062 N 83.727127 W	MH7855_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7855	MH7855	SRP119147	HK8	clinical	2.0
SRR6121224	WGS	252	729852480	PRJNA412631	SAMN07722245	Pathogen.cl	340554019	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234095	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50305	throat swab	42.284062 N 83.727127 W	MH7890_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7890	MH7890	SRP119147	HK2	clinical	5.0
SRR6121507	WGS	252	879351480	PRJNA412631	SAMN07722296	Pathogen.cl	432690954	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234242	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50717	throat swab	42.284062 N 83.727127 W	HS1357_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1357	HS1357	SRP119147	HK1	clinical	1.0
SRR6121626	WGS	252	707470848	PRJNA412631	SAMN07722234	Pathogen.cl	316313329	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234123	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50207	throat swab	42.284062 N 83.727127 W	HS1340_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1340	HS1340	SRP119147	HK6	clinical	0.0
SRR6121537	WGS	252	891978444	PRJNA412631	SAMN07722364	Pathogen.cl	440793220	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234212	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51225	throat swab	42.284062 N 83.727127 W	MH8137_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8137	MH8137	SRP119147	HK2	clinical	1.0
SRR6121531	WGS	252	930556368	PRJNA412631	SAMN07722369	Pathogen.cl	441163154	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234218	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51335	throat swab	42.284062 N 83.727127 W	MH8090_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8090	MH8090	SRP119147	HK2	clinical	2.0
SRR6121569	WGS	252	537543720	PRJNA412631	SAMN07722303	Pathogen.cl	245792182	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234180	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50785	throat swab	42.284062 N 83.727127 W	HS1463_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1463	HS1463	SRP119147	HK6	clinical	1.0
SRR6121563	WGS	252	640719324	PRJNA412631	SAMN07722220	Pathogen.cl	290193775	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-04	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234186	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50141	throat swab	42.284062 N 83.727127 W	HS1376_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1376	HS1376	SRP119147	HK6	clinical	1.0
SRR6121554	WGS	252	1290529296	PRJNA412631	SAMN07722155	Pathogen.cl	672346728	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-02-14	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234195	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	320661	throat swab	42.284062 N 83.727127 W	1204_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1204	MH0778	SRP119147	perth_2	clinical	1.0
SRR6121526	WGS	252	658475496	PRJNA412631	SAMN07722264	Pathogen.cl	300110629	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-27	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234223	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50429	throat swab	42.284062 N 83.727127 W	HS1342_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1342	HS1342	SRP119147	HK6	clinical	0.0
SRR6121471	WGS	252	912273264	PRJNA412631	SAMN07722348	Pathogen.cl	443128804	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-22	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234278	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51073	throat swab	42.284062 N 83.727127 W	MH8391_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8391	MH8391	SRP119147	HK2	clinical	2.0
SRR6121380	WGS	252	751363704	PRJNA412631	SAMN07722299	Pathogen.cl	378863138	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-19	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233939	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50767	throat swab	42.284062 N 83.727127 W	HS1525_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1525	HS1525	SRP119147	HK1	clinical	0.0
SRR6121611	WGS	252	534818340	PRJNA412631	SAMN07722211	Pathogen.cl	225251150	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-25	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234138	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50003	throat swab	42.284062 N 83.727127 W	HS1562_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1562	HS1562	SRP119147	HK7	clinical	0.0
SRR6121533	WGS	252	835120188	PRJNA412631	SAMN07722323	Pathogen.cl	419138164	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234216	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50921	throat swab	42.284062 N 83.727127 W	MH8129_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8129	MH8129	SRP119147	HK2	clinical	1.0
SRR6121519	WGS	252	826139160	PRJNA412631	SAMN07722135	Pathogen.cl	437603216	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2011-02-22	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234230	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	301306	throat swab	42.284062 N 83.727127 W	1139_perth_2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1139	M54181	SRP119147	perth_2	clinical	2.0
SRR6121631	WGS	252	467446896	PRJNA412631	SAMN07722279	Pathogen.cl	202508027	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234118	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50553	throat swab	42.284062 N 83.727127 W	MH7391_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7391	MH7391	SRP119147	HK7	clinical	1.0
SRR6121627	WGS	252	1014411132	PRJNA412631	SAMN07722276	Pathogen.cl	432972446	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-19	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234122	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50551	throat swab	42.284062 N 83.727127 W	MH7440_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7440	MH7440	SRP119147	HK7	clinical	1.0
SRR6121291	WGS	252	865158084	PRJNA412631	SAMN07722167	Pathogen.cl	441909637	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-12-15	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234028	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	330307	throat swab	42.284062 N 83.727127 W	1237_vic	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1237	MH2466	SRP119147	vic	clinical	3.0
SRR6121590	WGS	252	930110076	PRJNA412631	SAMN07722333	Pathogen.cl	468518727	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-09	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234159	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50993	throat swab	42.284062 N 83.727127 W	MH8925_A_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8925	MH8925	SRP119147	HK1	clinical	5.0
