Specid	Run_x	Run_y	Segment	Start	Stop	Total_support_x	Total_support_y	Rel_support_x	Rel_support_y	plasmid_x	plasmid_y	segment	mapped_start	mapped_stop	enrollid	genomes_per_ul	Total_support	Rel_support
HS1536	SRR6121220	SRR6121487	CY207737.1	334	2302	12.0	5.0	0.0103986135181975	0.0043327556325823	False	False	PB1	343	2311	51137	40112.7407321872	8.5	0.0073656845753899
HS1536	SRR6121220	SRR6121487	CY207737.1	351	2281	62.0	46.0	0.0537261698440207	0.0398613518197573	False	False	PB1	360	2290	51137	40112.7407321872	54.0	0.046793760831889
HS1536	SRR6121220	SRR6121487	CY207737.1	381	2303	6.0	8.0	0.0051993067590987	0.0069324090121317	False	False	PB1	390	2312	51137	40112.7407321872	7.0	0.0060658578856152
HS1536	SRR6121220	SRR6121487	CY207737.1	391	2198	15.0	9.0	0.0129982668977469	0.0077989601386481	False	False	PB1	400	2207	51137	40112.7407321872	12.0	0.0103986135181975
HS1536	SRR6121220	SRR6121487	CY207737.1	429	2167	91.0	103.0	0.0788561525129982	0.0892547660311958	False	False	PB1	438	2176	51137	40112.7407321872	97.0	0.084055459272097
HS1536	SRR6121220	SRR6121487	CY207737.1	436	2298	21.0	3.0	0.0181975736568457	0.0025996533795493	False	False	PB1	445	2307	51137	40112.7407321872	12.0	0.0103986135181975
HS1536	SRR6121220	SRR6121487	CY207737.1	458	2112	24.0	9.0	0.0207972270363951	0.0077989601386481	False	False	PB1	467	2121	51137	40112.7407321872	16.5	0.0142980935875216
HS1536	SRR6121220	SRR6121487	CY207737.1	462	2122	8.0	10.0	0.0069324090121317	0.0086655112651646	False	False	PB1	471	2131	51137	40112.7407321872	9.0	0.007798960138648149
HS1536	SRR6121220	SRR6121487	CY207737.1	475	2174	12.0	9.0	0.0103986135181975	0.0077989601386481	False	False	PB1	484	2183	51137	40112.7407321872	10.5	0.0090987868284228
HS1536	SRR6121220	SRR6121487	CY207737.1	480	2228	18.0	0.0	0.0155979202772963	0.0	False	False	PB1	489	2237	51137	40112.7407321872	9.0	0.00779896013864815
HS1536	SRR6121220	SRR6121487	CY207737.1	492	2093	3.0	18.0	0.0025996533795493	0.0155979202772963	False	False	PB1	501	2102	51137	40112.7407321872	10.5	0.0090987868284228
HS1536	SRR6121220	SRR6121487	CY207737.1	513	2104	14.0	10.0	0.0121317157712305	0.0086655112651646	False	False	PB1	522	2113	51137	40112.7407321872	12.0	0.01039861351819755
HS1536	SRR6121220	SRR6121487	CY207737.1	526	2093	61.0	62.0	0.0528596187175043	0.0537261698440207	False	False	PB1	535	2102	51137	40112.7407321872	61.5	0.053292894280762504
HS1536	SRR6121220	SRR6121487	CY207737.1	603	1890	15.0	8.0	0.0129982668977469	0.0069324090121317	False	False	PB1	612	1899	51137	40112.7407321872	11.5	0.0099653379549393
HS1536	SRR6121220	SRR6121487	CY207737.1	603	2094	13.0	1.0	0.011265164644714	0.0008665511265164	False	False	PB1	612	2103	51137	40112.7407321872	7.0	0.0060658578856152
HS1536	SRR6121220	SRR6121487	CY207737.1	747	1985	336.0	225.0	0.291161178509532	0.1949740034662045	False	False	PB1	756	1994	51137	40112.7407321872	280.5	0.24306759098786823
HS1536	SRR6121220	SRR6121487	CY207738.1	2247	2314	138.0	89.0	0.1194805194805194	0.077056277056277	False	False	PB2	2262	2329	51137	40112.7407321872	113.5	0.0982683982683982
HS1536	SRR6121220	SRR6121487	CY207738.1	2332	2371	26.0	47.0	0.0225108225108225	0.0406926406926406	False	False	PB2	2347	2386	51137	40112.7407321872	36.5	0.03160173160173155
HS1536	SRR6121220	SRR6121487	CY207738.1	353	2305	16.0	8.0	0.0138528138528138	0.0069264069264069	False	False	PB2	368	2320	51137	40112.7407321872	12.0	0.010389610389610351
HS1536	SRR6121220	SRR6121487	CY207738.1	362	2317	73.0	72.0	0.0632034632034632	0.0623376623376623	False	False	PB2	377	2332	51137	40112.7407321872	72.5	0.06277056277056275
HS1536	SRR6121220	SRR6121487	CY207738.1	367	2311	68.0	65.0	0.0588744588744588	0.0562770562770562	False	False	PB2	382	2326	51137	40112.7407321872	66.5	0.0575757575757575
HS1536	SRR6121220	SRR6121487	CY207738.1	367	2313	13.0	20.0	0.0112554112554112	0.0173160173160173	False	False	PB2	382	2328	51137	40112.7407321872	16.5	0.014285714285714249
HS1536	SRR6121220	SRR6121487	CY207738.1	370	2283	14.0	13.0	0.0121212121212121	0.0112554112554112	False	False	PB2	385	2298	51137	40112.7407321872	13.5	0.01168831168831165
HS1536	SRR6121220	SRR6121487	CY207738.1	374	2333	230.0	199.0	0.1991341991341991	0.1722943722943723	False	False	PB2	389	2348	51137	40112.7407321872	214.5	0.18571428571428572
HS1536	SRR6121220	SRR6121487	CY207738.1	380	2195	146.0	119.0	0.1264069264069264	0.103030303030303	False	False	PB2	395	2210	51137	40112.7407321872	132.5	0.1147186147186147
HS1536	SRR6121220	SRR6121487	CY207738.1	380	2313	17.0	13.0	0.0147186147186147	0.0112554112554112	False	False	PB2	395	2328	51137	40112.7407321872	15.0	0.01298701298701295
HS1536	SRR6121220	SRR6121487	CY207738.1	386	2164	2.0	17.0	0.0017316017316017	0.0147186147186147	False	False	PB2	401	2179	51137	40112.7407321872	9.5	0.0082251082251082
HS1536	SRR6121220	SRR6121487	CY207738.1	386	2248	31.0	12.0	0.0268398268398268	0.0103896103896103	False	False	PB2	401	2263	51137	40112.7407321872	21.5	0.01861471861471855
HS1536	SRR6121220	SRR6121487	CY207738.1	387	2263	10.0	11.0	0.0086580086580086	0.0095238095238095	False	False	PB2	402	2278	51137	40112.7407321872	10.5	0.00909090909090905
HS1536	SRR6121220	SRR6121487	CY207738.1	419	2195	211.0	131.0	0.1826839826839826	0.1134199134199134	False	False	PB2	434	2210	51137	40112.7407321872	171.0	0.148051948051948
HS1536	SRR6121220	SRR6121487	CY207738.1	419	2209	47.0	39.0	0.0406926406926406	0.0337662337662337	False	False	PB2	434	2224	51137	40112.7407321872	43.0	0.037229437229437154
HS1536	SRR6121220	SRR6121487	CY207738.1	419	2346	7.0	13.0	0.006060606060606	0.0112554112554112	False	False	PB2	434	2361	51137	40112.7407321872	10.0	0.0086580086580086
HS1536	SRR6121220	SRR6121487	CY207738.1	420	2143	12.0	3.0	0.0103896103896103	0.0025974025974025	False	False	PB2	435	2158	51137	40112.7407321872	7.5	0.006493506493506399
HS1536	SRR6121220	SRR6121487	CY207738.1	420	2209	55.0	15.0	0.0476190476190476	0.0129870129870129	False	False	PB2	435	2224	51137	40112.7407321872	35.0	0.030303030303030252
HS1536	SRR6121220	SRR6121487	CY207738.1	425	2289	15.0	9.0	0.0129870129870129	0.0077922077922077	False	False	PB2	440	2304	51137	40112.7407321872	12.0	0.0103896103896103
HS1536	SRR6121220	SRR6121487	CY207738.1	435	2195	115.0	74.0	0.0995670995670995	0.064069264069264	False	False	PB2	450	2210	51137	40112.7407321872	94.5	0.08181818181818175
HS1536	SRR6121220	SRR6121487	CY207738.1	435	495	10.0	32.0	0.0086580086580086	0.0277056277056277	False	False	PB2	450	510	51137	40112.7407321872	21.0	0.01818181818181815
HS1536	SRR6121220	SRR6121487	CY207738.1	442	2203	9.0	4.0	0.0077922077922077	0.0034632034632034	False	False	PB2	457	2218	51137	40112.7407321872	6.5	0.00562770562770555
HS1536	SRR6121220	SRR6121487	CY207738.1	453	2161	8.0	11.0	0.0069264069264069	0.0095238095238095	False	False	PB2	468	2176	51137	40112.7407321872	9.5	0.008225108225108201
HS1536	SRR6121220	SRR6121487	CY207738.1	453	2196	38.0	6.0	0.0329004329004329	0.0051948051948051	False	False	PB2	468	2211	51137	40112.7407321872	22.0	0.019047619047619
HS1536	SRR6121220	SRR6121487	CY207738.1	453	2210	12.0	0.0	0.0103896103896103	0.0	False	False	PB2	468	2225	51137	40112.7407321872	6.0	0.00519480519480515
HS1536	SRR6121220	SRR6121487	CY207738.1	460	1972	15.0	7.0	0.0129870129870129	0.006060606060606	False	False	PB2	475	1987	51137	40112.7407321872	11.0	0.00952380952380945
HS1536	SRR6121220	SRR6121487	CY207738.1	464	2247	21.0	4.0	0.0181818181818181	0.0034632034632034	False	False	PB2	479	2262	51137	40112.7407321872	12.5	0.010822510822510751
HS1536	SRR6121220	SRR6121487	CY207738.1	464	2273	5.0	16.0	0.0043290043290043	0.0138528138528138	False	False	PB2	479	2288	51137	40112.7407321872	10.5	0.00909090909090905
HS1536	SRR6121220	SRR6121487	CY207738.1	466	491	132.0	106.0	0.1142857142857142	0.0917748917748917	False	False	PB2	481	506	51137	40112.7407321872	119.0	0.10303030303030294
HS1536	SRR6121220	SRR6121487	CY207738.1	470	2213	41.0	54.0	0.0354978354978355	0.0467532467532467	False	False	PB2	485	2228	51137	40112.7407321872	47.5	0.0411255411255411
HS1536	SRR6121220	SRR6121487	CY207738.1	473	2163	11.0	8.0	0.0095238095238095	0.0069264069264069	False	False	PB2	488	2178	51137	40112.7407321872	9.5	0.008225108225108201
HS1536	SRR6121220	SRR6121487	CY207738.1	507	2217	9.0	6.0	0.0077922077922077	0.0051948051948051	False	False	PB2	522	2232	51137	40112.7407321872	7.5	0.0064935064935064
HS1536	SRR6121220	SRR6121487	CY207738.1	510	2132	10.0	10.0	0.0086580086580086	0.0086580086580086	False	False	PB2	525	2147	51137	40112.7407321872	10.0	0.0086580086580086
HS1536	SRR6121220	SRR6121487	CY207738.1	511	2211	6.0	7.0	0.0051948051948051	0.006060606060606	False	False	PB2	526	2226	51137	40112.7407321872	6.5	0.00562770562770555
HS1536	SRR6121220	SRR6121487	CY207738.1	514	2195	90.0	47.0	0.0779220779220779	0.0406926406926406	False	False	PB2	529	2210	51137	40112.7407321872	68.5	0.05930735930735925
HS1536	SRR6121220	SRR6121487	CY207738.1	515	2135	7.0	6.0	0.006060606060606	0.0051948051948051	False	False	PB2	530	2150	51137	40112.7407321872	6.5	0.00562770562770555
HS1536	SRR6121220	SRR6121487	CY207738.1	528	2195	19.0	25.0	0.0164502164502164	0.0216450216450216	False	False	PB2	543	2210	51137	40112.7407321872	22.0	0.019047619047619
HS1536	SRR6121220	SRR6121487	CY207738.1	529	2237	8.0	18.0	0.0069264069264069	0.0155844155844155	False	False	PB2	544	2252	51137	40112.7407321872	13.0	0.011255411255411199
HS1536	SRR6121220	SRR6121487	CY207738.1	544	2210	163.0	101.0	0.1411255411255411	0.0874458874458874	False	False	PB2	559	2225	51137	40112.7407321872	132.0	0.11428571428571424
HS1536	SRR6121220	SRR6121487	CY207738.1	563	2195	11.0	5.0	0.0095238095238095	0.0043290043290043	False	False	PB2	578	2210	51137	40112.7407321872	8.0	0.0069264069264069
HS1536	SRR6121220	SRR6121487	CY207738.1	604	2093	36.0	18.0	0.0311688311688311	0.0155844155844155	False	False	PB2	619	2108	51137	40112.7407321872	27.0	0.0233766233766233
HS1536	SRR6121220	SRR6121487	CY207738.1	732	1971	84.0	76.0	0.0727272727272727	0.0658008658008658	False	False	PB2	747	1986	51137	40112.7407321872	80.0	0.06926406926406925
HS1536	SRR6121220	SRR6121487	CY207738.1	870	1842	10.0	7.0	0.0086580086580086	0.006060606060606	False	False	PB2	885	1857	51137	40112.7407321872	8.5	0.0073593073593073
HS1536	SRR6121220	SRR6121487	CY207736.1	260	2186	0.0	14.0	0.0	0.0127737226277372	False	False	PA	271	2197	51137	40112.7407321872	7.0	0.0063868613138686
HS1536	SRR6121220	SRR6121487	CY207736.1	449	2149	0.0	13.0	0.0	0.0118613138686131	False	False	PA	460	2160	51137	40112.7407321872	6.5	0.00593065693430655
HS1536	SRR6121220	SRR6121487	CY207737.1	463	2093	0.0	14.0	0.0	0.0121317157712305	False	False	PB1	472	2102	51137	40112.7407321872	7.0	0.00606585788561525
HS1536	SRR6121220	SRR6121487	CY207738.1	374	2313	0.0	14.0	0.0	0.0121212121212121	False	False	PB2	389	2328	51137	40112.7407321872	7.0	0.00606060606060605
HS1536	SRR6121220	SRR6121487	CY207738.1	378	2243	0.0	12.0	0.0	0.0103896103896103	False	False	PB2	393	2258	51137	40112.7407321872	6.0	0.00519480519480515
HS1536	SRR6121220	SRR6121487	CY207738.1	462	2202	0.0	12.0	0.0	0.0103896103896103	False	False	PB2	477	2217	51137	40112.7407321872	6.0	0.00519480519480515
HS1536	SRR6121220	SRR6121487	CY207738.1	464	2169	0.0	13.0	0.0	0.0112554112554112	False	False	PB2	479	2184	51137	40112.7407321872	6.5	0.0056277056277056
HS1543	SRR6121607	SRR6121608	CY207736.1	1095	2005	11.0	0.0	0.0100364963503649	0.0	False	False	PA	1106	2016	50466	19379.1694588452	5.5	0.00501824817518245
HS1543	SRR6121607	SRR6121608	CY207736.1	458	2041	21.0	0.0	0.0191605839416058	0.0	False	False	PA	469	2052	50466	19379.1694588452	10.5	0.0095802919708029
HS1543	SRR6121607	SRR6121608	CY207736.1	504	2077	20.0	0.0	0.0182481751824817	0.0	False	False	PA	515	2088	50466	19379.1694588452	10.0	0.00912408759124085
HS1543	SRR6121607	SRR6121608	CY207736.1	699	1995	19.0	9.0	0.0173357664233576	0.0082116788321167	False	False	PA	710	2006	50466	19379.1694588452	14.0	0.012773722627737152
HS1543	SRR6121607	SRR6121608	CY207736.1	767	1952	28.0	0.0	0.0255474452554744	0.0	False	False	PA	778	1963	50466	19379.1694588452	14.0	0.0127737226277372
HS1543	SRR6121607	SRR6121608	CY207738.1	1062	2248	20.0	24.0	0.0173160173160173	0.0207792207792207	False	False	PB2	1077	2263	50466	19379.1694588452	22.0	0.019047619047619
HS1543	SRR6121607	SRR6121608	CY207736.1	686	1952	0.0	13.0	0.0	0.0118613138686131	False	False	PA	697	1963	50466	19379.1694588452	6.5	0.00593065693430655
HS1543	SRR6121607	SRR6121608	CY207737.1	286	2321	0.0	25.0	0.0	0.0216637781629116	False	False	PB1	295	2330	50466	19379.1694588452	12.5	0.0108318890814558
HS1562	SRR6121612	SRR6121611	CY207736.1	2016	2064	5.0	14.0	0.0045620437956204	0.0127737226277372	False	False	PA	2027	2075	50003	7744.06904980928	9.5	0.0086678832116788
HS1562	SRR6121612	SRR6121611	CY207736.1	2130	2172	6.0	13.0	0.0054744525547445	0.0118613138686131	False	False	PA	2141	2183	50003	7744.06904980928	9.5	0.0086678832116788
HS1562	SRR6121612	SRR6121611	CY207736.1	334	2210	13.0	0.0	0.0118613138686131	0.0	False	False	PA	345	2221	50003	7744.06904980928	6.5	0.00593065693430655
HS1562	SRR6121612	SRR6121611	CY207736.1	362	392	12.0	0.0	0.010948905109489	0.0	False	False	PA	373	403	50003	7744.06904980928	6.0	0.0054744525547445
HS1562	SRR6121612	SRR6121611	CY207736.1	392	2155	30.0	0.0	0.0273722627737226	0.0	False	False	PA	403	2166	50003	7744.06904980928	15.0	0.0136861313868613
HS1562	SRR6121612	SRR6121611	CY207736.1	679	1835	19.0	0.0	0.0173357664233576	0.0	False	False	PA	690	1846	50003	7744.06904980928	9.5	0.0086678832116788
HS1562	SRR6121612	SRR6121611	CY207736.1	761	1945	21.0	0.0	0.0191605839416058	0.0	False	False	PA	772	1956	50003	7744.06904980928	10.5	0.0095802919708029
HS1562	SRR6121612	SRR6121611	CY207736.1	896	1625	19.0	0.0	0.0173357664233576	0.0	False	False	PA	907	1636	50003	7744.06904980928	9.5	0.0086678832116788
HS1562	SRR6121612	SRR6121611	CY207737.1	382	2356	55.0	17.0	0.0476603119584055	0.0147313691507798	False	False	PB1	391	2365	50003	7744.06904980928	36.0	0.03119584055459265
HS1562	SRR6121612	SRR6121611	CY207737.1	448	2242	6.0	9.0	0.0051993067590987	0.0077989601386481	False	False	PB1	457	2251	50003	7744.06904980928	7.5	0.006499133448873399
HS1562	SRR6121612	SRR6121611	CY207737.1	467	2300	19.0	0.0	0.0164644714038128	0.0	False	False	PB1	476	2309	50003	7744.06904980928	9.5	0.0082322357019064
HS1562	SRR6121612	SRR6121611	CY207737.1	470	2012	8.0	29.0	0.0069324090121317	0.0251299826689774	False	False	PB1	479	2021	50003	7744.06904980928	18.5	0.01603119584055455
HS1562	SRR6121612	SRR6121611	CY207737.1	541	2102	9.0	10.0	0.0077989601386481	0.0086655112651646	False	False	PB1	550	2111	50003	7744.06904980928	9.5	0.00823223570190635
HS1562	SRR6121612	SRR6121611	CY207737.1	574	2268	22.0	35.0	0.0190641247833622	0.0303292894280762	False	False	PB1	583	2277	50003	7744.06904980928	28.5	0.0246967071057192
HS1562	SRR6121612	SRR6121611	CY207737.1	975	1944	11.0	14.0	0.0095320623916811	0.0121317157712305	False	False	PB1	984	1953	50003	7744.06904980928	12.5	0.010831889081455801
HS1562	SRR6121612	SRR6121611	CY207738.1	405	2130	33.0	0.0	0.0285714285714285	0.0	False	False	PB2	420	2145	50003	7744.06904980928	16.5	0.01428571428571425
HS1562	SRR6121612	SRR6121611	CY207738.1	411	2262	24.0	0.0	0.0207792207792207	0.0	False	False	PB2	426	2277	50003	7744.06904980928	12.0	0.01038961038961035
HS1562	SRR6121612	SRR6121611	CY207738.1	423	2070	17.0	14.0	0.0147186147186147	0.0121212121212121	False	False	PB2	438	2085	50003	7744.06904980928	15.5	0.013419913419913401
HS1562	SRR6121612	SRR6121611	CY207738.1	528	1971	16.0	0.0	0.0138528138528138	0.0	False	False	PB2	543	1986	50003	7744.06904980928	8.0	0.0069264069264069
HS1562	SRR6121612	SRR6121611	CY207738.1	658	2013	9.0	10.0	0.0077922077922077	0.0086580086580086	False	False	PB2	673	2028	50003	7744.06904980928	9.5	0.008225108225108151
HS1562	SRR6121612	SRR6121611	CY207738.1	720	2049	14.0	0.0	0.0121212121212121	0.0	False	False	PB2	735	2064	50003	7744.06904980928	7.0	0.00606060606060605
HS1562	SRR6121612	SRR6121611	CY207736.1	1608	2052	0.0	16.0	0.0	0.0145985401459854	False	False	PA	1619	2063	50003	7744.06904980928	8.0	0.0072992700729927
HS1562	SRR6121612	SRR6121611	CY207736.1	2089	2172	0.0	18.0	0.0	0.0164233576642335	False	False	PA	2100	2183	50003	7744.06904980928	9.0	0.00821167883211675
HS1562	SRR6121612	SRR6121611	CY207736.1	333	2041	0.0	18.0	0.0	0.0164233576642335	False	False	PA	344	2052	50003	7744.06904980928	9.0	0.00821167883211675
HS1562	SRR6121612	SRR6121611	CY207736.1	482	2074	0.0	23.0	0.0	0.020985401459854	False	False	PA	493	2085	50003	7744.06904980928	11.5	0.010492700729927
HS1562	SRR6121612	SRR6121611	CY207736.1	644	1814	0.0	12.0	0.0	0.010948905109489	False	False	PA	655	1825	50003	7744.06904980928	6.0	0.0054744525547445
HS1562	SRR6121612	SRR6121611	CY207737.1	1306	2043	0.0	14.0	0.0	0.0121317157712305	False	False	PB1	1315	2052	50003	7744.06904980928	7.0	0.00606585788561525
HS1562	SRR6121612	SRR6121611	CY207737.1	671	1711	0.0	12.0	0.0	0.0103986135181975	False	False	PB1	680	1720	50003	7744.06904980928	6.0	0.00519930675909875
HS1562	SRR6121612	SRR6121611	CY207738.1	426	2255	0.0	16.0	0.0	0.0138528138528138	False	False	PB2	441	2270	50003	7744.06904980928	8.0	0.0069264069264069
HS1562	SRR6121612	SRR6121611	CY207738.1	765	1988	0.0	15.0	0.0	0.0129870129870129	False	False	PB2	780	2003	50003	7744.06904980928	7.5	0.00649350649350645
HS1562	SRR6121612	SRR6121611	CY207738.1	790	1774	0.0	14.0	0.0	0.0121212121212121	False	False	PB2	805	1789	50003	7744.06904980928	7.0	0.00606060606060605
HS1566	SRR6121616	SRR6121615	CY207736.1	1035	1518	31.0	0.0	0.0282846715328467	0.0	False	False	PA	1046	1529	50167	3225.36866342537	15.5	0.01414233576642335
HS1566	SRR6121616	SRR6121615	CY207736.1	1258	1647	28.0	0.0	0.0255474452554744	0.0	False	False	PA	1269	1658	50167	3225.36866342537	14.0	0.0127737226277372
HS1566	SRR6121616	SRR6121615	CY207736.1	256	2254	41.0	0.0	0.0374087591240875	0.0	False	False	PA	267	2265	50167	3225.36866342537	20.5	0.01870437956204375
HS1566	SRR6121616	SRR6121615	CY207736.1	410	2134	259.0	252.0	0.2363138686131387	0.22992700729927	False	False	PA	421	2145	50167	3225.36866342537	255.5	0.23312043795620435
HS1566	SRR6121616	SRR6121615	CY207736.1	491	2134	50.0	0.0	0.0456204379562043	0.0	False	False	PA	502	2145	50167	3225.36866342537	25.0	0.02281021897810215
HS1566	SRR6121616	SRR6121615	CY207736.1	547	2010	25.0	0.0	0.0228102189781021	0.0	False	False	PA	558	2021	50167	3225.36866342537	12.5	0.01140510948905105
HS1566	SRR6121616	SRR6121615	CY207736.1	620	1949	25.0	0.0	0.0228102189781021	0.0	False	False	PA	631	1960	50167	3225.36866342537	12.5	0.01140510948905105
HS1566	SRR6121616	SRR6121615	CY207736.1	628	1945	36.0	26.0	0.0328467153284671	0.0237226277372262	False	False	PA	639	1956	50167	3225.36866342537	31.0	0.02828467153284665
HS1566	SRR6121616	SRR6121615	CY207736.1	757	1775	51.0	25.0	0.0465328467153284	0.0228102189781021	False	False	PA	768	1786	50167	3225.36866342537	38.0	0.03467153284671525
HS1566	SRR6121616	SRR6121615	CY207736.1	851	1679	31.0	0.0	0.0282846715328467	0.0	False	False	PA	862	1690	50167	3225.36866342537	15.5	0.01414233576642335
HS1566	SRR6121616	SRR6121615	CY207736.1	852	1889	15.0	0.0	0.0136861313868613	0.0	False	False	PA	863	1900	50167	3225.36866342537	7.5	0.00684306569343065
HS1566	SRR6121616	SRR6121615	CY207736.1	961	1097	16.0	0.0	0.0145985401459854	0.0	False	False	PA	972	1108	50167	3225.36866342537	8.0	0.0072992700729927
HS1566	SRR6121616	SRR6121615	CY207737.1	682	1894	45.0	0.0	0.0389948006932409	0.0	False	False	PB1	691	1903	50167	3225.36866342537	22.5	0.01949740034662045
HS1566	SRR6121616	SRR6121615	CY207737.1	789	1958	31.0	32.0	0.0268630849220103	0.0277296360485268	False	False	PB1	798	1967	50167	3225.36866342537	31.5	0.02729636048526855
HS1566	SRR6121616	SRR6121615	CY207738.1	373	2314	138.0	109.0	0.1194805194805194	0.0943722943722943	False	False	PB2	388	2329	50167	3225.36866342537	123.5	0.10692640692640684
HS1566	SRR6121616	SRR6121615	CY207738.1	414	2072	15.0	0.0	0.0129870129870129	0.0	False	False	PB2	429	2087	50167	3225.36866342537	7.5	0.00649350649350645
HS1566	SRR6121616	SRR6121615	CY207736.1	363	2133	0.0	17.0	0.0	0.0155109489051094	False	False	PA	374	2144	50167	3225.36866342537	8.5	0.0077554744525547
HS1566	SRR6121616	SRR6121615	CY207736.1	438	2066	0.0	38.0	0.0	0.0346715328467153	False	False	PA	449	2077	50167	3225.36866342537	19.0	0.01733576642335765
HS1566	SRR6121616	SRR6121615	CY207736.1	596	2002	0.0	11.0	0.0	0.0100364963503649	False	False	PA	607	2013	50167	3225.36866342537	5.5	0.00501824817518245
HS1566	SRR6121616	SRR6121615	CY207736.1	668	1732	0.0	29.0	0.0	0.0264598540145985	False	False	PA	679	1743	50167	3225.36866342537	14.5	0.01322992700729925
HS1566	SRR6121616	SRR6121615	CY207736.1	682	1680	0.0	17.0	0.0	0.0155109489051094	False	False	PA	693	1691	50167	3225.36866342537	8.5	0.0077554744525547
HS1566	SRR6121616	SRR6121615	CY207736.1	699	1995	0.0	31.0	0.0	0.0282846715328467	False	False	PA	710	2006	50167	3225.36866342537	15.5	0.01414233576642335
HS1566	SRR6121616	SRR6121615	CY207736.1	870	1777	0.0	35.0	0.0	0.031934306569343	False	False	PA	881	1788	50167	3225.36866342537	17.5	0.0159671532846715
HS1566	SRR6121616	SRR6121615	CY207736.1	915	1654	0.0	13.0	0.0	0.0118613138686131	False	False	PA	926	1665	50167	3225.36866342537	6.5	0.00593065693430655
HS1566	SRR6121616	SRR6121615	CY207737.1	1145	1796	0.0	19.0	0.0	0.0164644714038128	False	False	PB1	1154	1805	50167	3225.36866342537	9.5	0.0082322357019064
HS1566	SRR6121616	SRR6121615	CY207738.1	362	1693	0.0	12.0	0.0	0.0103896103896103	False	False	PB2	377	1708	50167	3225.36866342537	6.0	0.00519480519480515
HS1566	SRR6121616	SRR6121615	CY207738.1	387	2264	0.0	76.0	0.0	0.0658008658008658	False	False	PB2	402	2279	50167	3225.36866342537	38.0	0.0329004329004329
HS1566	SRR6121616	SRR6121615	CY207738.1	510	2196	0.0	37.0	0.0	0.032034632034632	False	False	PB2	525	2211	50167	3225.36866342537	18.5	0.016017316017316
HS1566	SRR6121616	SRR6121615	CY207738.1	521	1965	0.0	23.0	0.0	0.0199134199134199	False	False	PB2	536	1980	50167	3225.36866342537	11.5	0.00995670995670995
HS1566	SRR6121616	SRR6121615	CY207738.1	845	1815	0.0	22.0	0.0	0.019047619047619	False	False	PB2	860	1830	50167	3225.36866342537	11.0	0.0095238095238095
HS1567	SRR6121346	SRR6121347	CY207736.1	1252	2072	40.0	0.0	0.0364963503649635	0.0	False	False	PA	1263	2083	50164	2367.27743981759	20.0	0.01824817518248175
HS1567	SRR6121346	SRR6121347	CY207736.1	1254	1694	20.0	0.0	0.0182481751824817	0.0	False	False	PA	1265	1705	50164	2367.27743981759	10.0	0.00912408759124085
HS1567	SRR6121346	SRR6121347	CY207736.1	1258	1647	34.0	0.0	0.0310218978102189	0.0	False	False	PA	1269	1658	50164	2367.27743981759	17.0	0.01551094890510945
HS1567	SRR6121346	SRR6121347	CY207736.1	1823	1869	45.0	0.0	0.0410583941605839	0.0	False	False	PA	1834	1880	50164	2367.27743981759	22.5	0.02052919708029195
HS1567	SRR6121346	SRR6121347	CY207736.1	1905	1946	24.0	0.0	0.0218978102189781	0.0	False	False	PA	1916	1957	50164	2367.27743981759	12.0	0.01094890510948905
HS1567	SRR6121346	SRR6121347	CY207736.1	334	2207	2.0	13.0	0.0018248175182481	0.0118613138686131	False	False	PA	345	2218	50164	2367.27743981759	7.5	0.0068430656934306
HS1567	SRR6121346	SRR6121347	CY207736.1	359	2177	81.0	0.0	0.0739051094890511	0.0	False	False	PA	370	2188	50164	2367.27743981759	40.5	0.03695255474452555
HS1567	SRR6121346	SRR6121347	CY207736.1	512	2028	40.0	172.0	0.0364963503649635	0.156934306569343	False	False	PA	523	2039	50164	2367.27743981759	106.0	0.09671532846715325
HS1567	SRR6121346	SRR6121347	CY207736.1	512	2040	65.0	136.0	0.0593065693430656	0.1240875912408759	False	False	PA	523	2051	50164	2367.27743981759	100.5	0.09169708029197075
HS1567	SRR6121346	SRR6121347	CY207736.1	564	2035	16.0	0.0	0.0145985401459854	0.0	False	False	PA	575	2046	50164	2367.27743981759	8.0	0.0072992700729927
HS1567	SRR6121346	SRR6121347	CY207736.1	608	1905	63.0	0.0	0.0574817518248175	0.0	False	False	PA	619	1916	50164	2367.27743981759	31.5	0.02874087591240875
HS1567	SRR6121346	SRR6121347	CY207736.1	610	1996	7.0	54.0	0.0063868613138686	0.0492700729927007	False	False	PA	621	2007	50164	2367.27743981759	30.5	0.027828467153284648
HS1567	SRR6121346	SRR6121347	CY207736.1	622	1940	46.0	0.0	0.041970802919708	0.0	False	False	PA	633	1951	50164	2367.27743981759	23.0	0.020985401459854
HS1567	SRR6121346	SRR6121347	CY207736.1	629	1856	196.0	330.0	0.1788321167883211	0.3010948905109489	False	False	PA	640	1867	50164	2367.27743981759	263.0	0.23996350364963498
HS1567	SRR6121346	SRR6121347	CY207736.1	673	1826	106.0	57.0	0.0967153284671532	0.0520072992700729	False	False	PA	684	1837	50164	2367.27743981759	81.5	0.07436131386861305
HS1567	SRR6121346	SRR6121347	CY207736.1	681	1920	66.0	0.0	0.0602189781021897	0.0	False	False	PA	692	1931	50164	2367.27743981759	33.0	0.03010948905109485
HS1567	SRR6121346	SRR6121347	CY207736.1	748	1877	35.0	0.0	0.031934306569343	0.0	False	False	PA	759	1888	50164	2367.27743981759	17.5	0.0159671532846715
